quantityOrdered,priceEach,orderDate,requiredDate,shippedDate,orderStatus,orderComments,productName,category,productScale,productVendor,quantityInStock,buyPrice,MSRP,customerName,phone_customer,city_customer,country_customer,creditLimit,employeeEmail,jobTitle,city_office,phone_office,country_office,territory,employeeName,contactName,address_office,address_customer
39,35.78,2018-02-17,2018-02-24,2018-02-21,Shipped,,1930 Buick Marquette Phaeton,Vintage Cars,1:50,Studio M Art Models,7062,27.06,43.64,Rovelli Gifts,+39 035 640555,Bergamo,Italy,119600,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Giovanni  Rovelli,43 Rue Jouffroy Dabbans  75017,Via Ludovico il Moro 22  24100
31,91.34,2018-02-17,2018-02-24,2018-02-21,Shipped,,American Airlines: B767-300,Planes,1:700,Min Lin Diecast,5841,51.15,91.34,Rovelli Gifts,+39 035 640555,Bergamo,Italy,119600,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Giovanni  Rovelli,43 Rue Jouffroy Dabbans  75017,Via Ludovico il Moro 22  24100
30,85.09,2018-02-17,2018-02-24,2018-02-21,Shipped,,HMS Bounty,Ships,1:700,Unimax Art Galleries,3501,39.83,90.52,Rovelli Gifts,+39 035 640555,Bergamo,Italy,119600,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Giovanni  Rovelli,43 Rue Jouffroy Dabbans  75017,Via Ludovico il Moro 22  24100
34,99.72,2018-02-17,2018-02-24,2018-02-21,Shipped,,America West Airlines B757-200,Planes,1:700,Motor City Art Classics,9653,68.8,99.72,Rovelli Gifts,+39 035 640555,Bergamo,Italy,119600,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Giovanni  Rovelli,43 Rue Jouffroy Dabbans  75017,Via Ludovico il Moro 22  24100
32,113.9,2018-02-17,2018-02-24,2018-02-21,Shipped,,ATA: B757-300,Planes,1:700,Highway 66 Mini Classics,7106,59.33,118.65,Rovelli Gifts,+39 035 640555,Bergamo,Italy,119600,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Giovanni  Rovelli,43 Rue Jouffroy Dabbans  75017,Via Ludovico il Moro 22  24100
44,76.0,2018-02-17,2018-02-24,2018-02-21,Shipped,,F/A 18 Hornet 1/72,Planes,1:72,Motor City Art Classics,551,54.4,80.0,Rovelli Gifts,+39 035 640555,Bergamo,Italy,119600,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Giovanni  Rovelli,43 Rue Jouffroy Dabbans  75017,Via Ludovico il Moro 22  24100
48,70.33,2018-02-17,2018-02-24,2018-02-21,Shipped,,American Airlines: MD-11S,Planes,1:700,Second Gear Diecast,8820,36.27,74.03,Rovelli Gifts,+39 035 640555,Bergamo,Italy,119600,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Giovanni  Rovelli,43 Rue Jouffroy Dabbans  75017,Via Ludovico il Moro 22  24100
48,43.7,2018-02-17,2018-02-24,2018-02-21,Shipped,,Boeing X-32A JSF,Planes,1:72,Motor City Art Classics,4857,32.77,49.66,Rovelli Gifts,+39 035 640555,Bergamo,Italy,119600,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Giovanni  Rovelli,43 Rue Jouffroy Dabbans  75017,Via Ludovico il Moro 22  24100
30,81.35,2018-02-24,2018-03-03,2018-02-26,Shipped,Difficult to negotiate with customer. We need more marketing materials,1969 Harley Davidson Ultimate Chopper,Motorcycles,1:10,Min Lin Diecast,7933,48.81,95.7,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
39,105.86,2018-02-24,2018-03-03,2018-02-26,Shipped,Difficult to negotiate with customer. We need more marketing materials,1996 Moto Guzzi 1100i,Motorcycles,1:10,Highway 66 Mini Classics,6625,68.99,118.94,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
27,172.36,2018-02-24,2018-03-03,2018-02-26,Shipped,Difficult to negotiate with customer. We need more marketing materials,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,1:10,Red Start Diecast,5582,91.02,193.66,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
21,122.0,2018-02-24,2018-03-03,2018-02-26,Shipped,Difficult to negotiate with customer. We need more marketing materials,2002 Suzuki XREO,Motorcycles,1:12,Unimax Art Galleries,9997,66.27,150.62,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
29,52.7,2018-02-24,2018-03-03,2018-02-26,Shipped,Difficult to negotiate with customer. We need more marketing materials,1936 Harley Davidson El Knucklehead,Motorcycles,1:18,Welly Diecast Productions,4357,24.23,60.57,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
25,96.92,2018-02-24,2018-03-03,2018-02-26,Shipped,Difficult to negotiate with customer. We need more marketing materials,1997 BMW R 1100 S,Motorcycles,1:24,Autoart Studio Design,7003,60.86,112.7,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
38,73.12,2018-02-24,2018-03-03,2018-02-26,Shipped,Difficult to negotiate with customer. We need more marketing materials,1960 BSA Gold Star DBD34,Motorcycles,1:24,Highway 66 Mini Classics,15,37.32,76.17,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
20,88.9,2018-02-24,2018-03-03,2018-02-26,Shipped,Difficult to negotiate with customer. We need more marketing materials,1997 BMW F650 ST,Motorcycles,1:32,Exoto Designs,178,66.92,99.89,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
33,165.38,2018-03-03,2018-03-12,2018-03-08,Shipped,,1968 Ford Mustang,Classic Cars,1:12,Autoart Studio Design,68,95.34,194.57,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
45,96.3,2018-03-03,2018-03-12,2018-03-08,Shipped,,1968 Dodge Charger,Classic Cars,1:12,Welly Diecast Productions,9123,75.16,117.44,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
39,75.81,2018-03-03,2018-03-12,2018-03-08,Shipped,,1970 Plymouth Hemi Cuda,Classic Cars,1:12,Studio M Art Models,5663,31.92,79.8,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
36,107.1,2018-03-03,2018-03-12,2018-03-08,Shipped,,1969 Dodge Charger,Classic Cars,1:12,Welly Diecast Productions,7323,58.73,115.16,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
38,67.76,2018-03-03,2018-03-12,2018-03-08,Shipped,,1948 Porsche 356-A Roadster,Classic Cars,1:18,Gearbox Collectibles,8826,53.9,77.0,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
26,73.17,2018-03-03,2018-03-12,2018-03-08,Shipped,,1969 Dodge Super Bee,Classic Cars,1:18,Min Lin Diecast,1917,49.05,80.41,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
29,132.29,2018-03-03,2018-03-12,2018-03-08,Shipped,,1976 Ford Gran Torino,Classic Cars,1:18,Gearbox Collectibles,9127,73.49,146.99,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
43,52.84,2018-03-03,2018-03-12,2018-03-08,Shipped,,1957 Vespa GS150,Motorcycles,1:18,Studio M Art Models,7689,32.95,62.17,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
44,139.87,2018-03-03,2018-03-12,2018-03-08,Shipped,,1957 Corvette Convertible,Classic Cars,1:18,Classic Metal Creations,1249,69.93,148.8,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
35,64.41,2018-03-03,2018-03-12,2018-03-08,Shipped,,1982 Ducati 900 Monster,Motorcycles,1:24,Highway 66 Mini Classics,6840,47.1,69.26,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
30,60.01,2018-03-03,2018-03-12,2018-03-08,Shipped,,1971 Alpine Renault 1600s,Classic Cars,1:24,Welly Diecast Productions,7995,38.58,61.23,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
40,132.0,2018-03-03,2018-03-12,2018-03-08,Shipped,,1956 Porsche 356A Coupe,Classic Cars,1:18,Classic Metal Creations,6600,98.3,140.43,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
31,67.1,2018-03-03,2018-03-12,2018-03-08,Shipped,,1961 Chevrolet Impala,Classic Cars,1:18,Classic Metal Creations,7869,32.33,80.84,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
27,36.21,2018-03-03,2018-03-12,2018-03-08,Shipped,,1982 Ducati 996 R,Motorcycles,1:32,Gearbox Collectibles,9241,24.14,40.23,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
31,87.76,2018-03-03,2018-03-12,2018-03-08,Shipped,,1974 Ducati 350 Mk3 Desmo,Motorcycles,1:32,Second Gear Diecast,3341,56.13,102.05,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
34,74.85,2018-03-03,2018-03-12,2018-03-08,Shipped,,2002 Yamaha YZR M1,Motorcycles,1:50,Autoart Studio Design,600,34.17,81.36,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
26,117.48,2018-03-10,2018-03-19,2018-03-11,Shipped,Customer requested that FedEx Ground is used for this shipping,1993 Mazda RX-7,Classic Cars,1:18,Highway 66 Mini Classics,3975,83.51,141.54,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
38,137.98,2018-03-10,2018-03-19,2018-03-11,Shipped,Customer requested that FedEx Ground is used for this shipping,1995 Honda Civic,Classic Cars,1:18,Min Lin Diecast,9772,93.89,142.25,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
26,126.72,2018-03-10,2018-03-19,2018-03-11,Shipped,Customer requested that FedEx Ground is used for this shipping,1999 Indy 500 Monte Carlo SS,Classic Cars,1:18,Red Start Diecast,8164,56.76,132.0,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
46,160.87,2018-03-10,2018-03-19,2018-03-11,Shipped,Customer requested that FedEx Ground is used for this shipping,1992 Ferrari 360 Spider red,Classic Cars,1:18,Unimax Art Galleries,8347,77.9,169.34,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
47,125.74,2018-03-10,2018-03-19,2018-03-11,Shipped,Customer requested that FedEx Ground is used for this shipping,1948 Porsche Type 356 Roadster,Classic Cars,1:18,Gearbox Collectibles,8990,62.16,141.28,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
29,32.1,2018-03-10,2018-03-19,2018-03-11,Shipped,Customer requested that FedEx Ground is used for this shipping,1982 Lamborghini Diablo,Classic Cars,1:24,Second Gear Diecast,7723,16.24,37.76,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
37,118.22,2018-03-18,2018-03-24,2018-03-20,Shipped,,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,9042,65.96,124.44,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
42,153.0,2018-03-18,2018-03-24,2018-03-20,Shipped,,1917 Grand Touring Sedan,Vintage Cars,1:18,Welly Diecast Productions,2724,86.7,170.0,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
32,51.46,2018-03-18,2018-03-24,2018-03-20,Shipped,,1911 Ford Town Car,Vintage Cars,1:18,Motor City Art Classics,540,33.3,60.54,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
33,115.69,2018-03-18,2018-03-24,2018-03-20,Shipped,,1932 Model A Ford J-Coupe,Vintage Cars,1:18,Autoart Studio Design,9354,58.48,127.13,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
31,163.69,2018-03-18,2018-03-24,2018-03-20,Shipped,,1928 Mercedes-Benz SSK,Vintage Cars,1:18,Gearbox Collectibles,548,72.56,168.75,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
28,81.91,2018-03-18,2018-03-24,2018-03-20,Shipped,,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,1:18,Exoto Designs,6553,43.26,92.03,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
42,62.0,2018-03-18,2018-03-24,2018-03-20,Shipped,,1957 Ford Thunderbird,Classic Cars,1:18,Studio M Art Models,3209,34.21,71.27,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
36,72.02,2018-03-18,2018-03-24,2018-03-20,Shipped,,1970 Chevy Chevelle SS 454,Classic Cars,1:24,Unimax Art Galleries,1005,49.24,73.49,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
29,43.27,2018-03-18,2018-03-24,2018-03-20,Shipped,,1966 Shelby Cobra 427 S/C,Classic Cars,1:24,Carousel DieCast Legends,8197,29.18,50.31,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
20,28.88,2018-03-18,2018-03-24,2018-03-20,Shipped,,1939 Chevrolet Deluxe Coupe,Vintage Cars,1:24,Motor City Art Classics,7332,22.57,33.19,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
39,40.77,2018-03-18,2018-03-24,2018-03-20,Shipped,,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,1:24,Classic Metal Creations,2847,20.61,44.8,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
43,82.69,2018-03-18,2018-03-24,2018-03-20,Shipped,,1949 Jaguar XK 120,Classic Cars,1:24,Classic Metal Creations,2350,47.25,90.87,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
46,112.74,2018-03-18,2018-03-24,2018-03-20,Shipped,,1952 Citroen-15CV,Classic Cars,1:24,Exoto Designs,1452,72.82,117.44,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
27,80.47,2018-03-18,2018-03-24,2018-03-20,Shipped,,1969 Chevrolet Camaro Z28,Classic Cars,1:24,Exoto Designs,4695,50.51,85.61,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
37,96.37,2018-03-18,2018-03-24,2018-03-20,Shipped,,2002 Chevy Corvette,Classic Cars,1:24,Gearbox Collectibles,9446,62.11,107.08,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
48,35.29,2018-03-18,2018-03-24,2018-03-20,Shipped,,1936 Mercedes Benz 500k Roadster,Vintage Cars,1:24,Red Start Diecast,2081,21.75,41.03,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
33,87.33,2018-03-25,2018-03-31,2018-03-30,Shipped,,1937 Lincoln Berline,Vintage Cars,1:18,Motor City Art Classics,8693,60.62,102.74,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
48,48.52,2018-03-25,2018-03-31,2018-03-30,Shipped,,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,8635,24.26,53.91,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
28,53.09,2018-03-25,2018-03-31,2018-03-30,Shipped,,1934 Ford V8 Coupe,Vintage Cars,1:18,Min Lin Diecast,5649,34.35,62.46,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
43,94.25,2018-03-25,2018-03-31,2018-03-30,Shipped,,18th Century Vintage Horse Carriage,Vintage Cars,1:18,Red Start Diecast,5992,60.74,104.72,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
39,91.27,2018-03-25,2018-03-31,2018-03-30,Shipped,,1917 Maxwell Touring Car,Vintage Cars,1:18,Exoto Designs,7913,57.54,99.21,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
26,85.7,2018-03-25,2018-03-31,2018-03-30,Shipped,,1936 Chrysler Airflow,Vintage Cars,1:24,Second Gear Diecast,4710,57.46,97.39,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
29,197.16,2018-03-24,2018-04-03,2018-03-29,Shipped,"Customer requested that ad materials (such as posters, pamphlets) be included in the shippment",1952 Alpine Renault 1300,Classic Cars,1:10,Classic Metal Creations,7305,98.58,214.3,"Volvo Model Replicas, Co",+46 921 12 35 55,Luleå,Sweden,53100,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Christina  Berglund,25 Old Broad Street Level 7 EC2N 1HN,Berguvsvägen  8  S-958 22
23,85.1,2018-03-24,2018-04-03,2018-03-29,Shipped,"Customer requested that ad materials (such as posters, pamphlets) be included in the shippment",1913 Ford Model T Speedster,Vintage Cars,1:18,Carousel DieCast Legends,4189,60.78,101.31,"Volvo Model Replicas, Co",+46 921 12 35 55,Luleå,Sweden,53100,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Christina  Berglund,25 Old Broad Street Level 7 EC2N 1HN,Berguvsvägen  8  S-958 22
